"disease","district","region","epiweek","cas","dec"
"Suspicion de Paludisme","Bouna","Mandoul","2017-28","1","1"
"Suspicion de Paludisme","Bongor","Mayo-Kebbi-Est","2017-28","6",""
"Suspicion de Paludisme","Gounou Gaya","Mayo-Kebbi-Est","2017-28","1",""
"Suspicion de Paludisme","Guelendeng","Mayo-Kebbi-Est","2017-28","",""
"Suspicion de Paludisme","Fianga","Mayo-Kebbi-Est","2017-28","",""
"Suspicion de Paludisme","Pont Carol","Mayo-Kebbi-Est","2017-28","11","1"
"Suspicion de Paludisme","Moulkou","Mayo-Kebbi-Est","2017-28","12",""
"Suspicion de Paludisme","Youe","Mayo-Kebbi-Est","2017-28","18",""
"Suspicion de Paludisme","Pala","Mayo-Kebbi-Ouest","2017-28","2","2"
"Suspicion de Paludisme","Lere","Mayo-Kebbi-Ouest","2017-28","","2"
"Suspicion de Paludisme","Gagal","Mayo-Kebbi-Ouest","2017-28","","1"
"Suspicion de Paludisme","Torrock","Mayo-Kebbi-Ouest","2017-28","7",""
"Suspicion de Paludisme","Lagon","Mayo-Kebbi-Ouest","2017-28","4","2"
"Suspicion de Paludisme","Binder","Mayo-Kebbi-Ouest","2017-28","8",""
"Suspicion de Paludisme","Lame","Mayo-Kebbi-Ouest","2017-28","1",""
"Suspicion de Paludisme","Sarh","Moyen-Chari","2017-28","1","1"
"Suspicion de Paludisme","Danamadji","Moyen-Chari","2017-28","",""
"Suspicion de Paludisme","Kyabe","Moyen-Chari","2017-28","15",""
"Suspicion de Paludisme","Biobé Singako","Moyen-Chari","2017-28","","2"
"Suspicion de Paludisme","Ndjamena-Nord","Ndjamena","2017-28","6",""
"Suspicion de Paludisme","Ndjamena-Centre","Ndjamena","2017-28","6",""
"Suspicion de Paludisme","Ndjamena-Sud","Ndjamena","2017-28","10","2"
"Suspicion de Paludisme","Ndjamena-Est","Ndjamena","2017-28","10",""
"Suspicion de Paludisme","Faya","Borkou","2017-28","4","1"
"Suspicion de Paludisme","Kirdimi","Borkou","2017-28","23",""
"Suspicion de Paludisme","Abeche","Ouaddai","2017-28","9",""
"Suspicion de Paludisme","Abdi","Ouaddai","2017-28","1","1"
"Suspicion de Paludisme","Adre","Ouaddai","2017-28","5",""
"Suspicion de Paludisme","Abougoudam","Ouaddai","2017-28","",""
"Suspicion de Paludisme","Gozbeida","Sila","2017-28","4",""
"Suspicion de Paludisme","Amdam","Sila","2017-28","8","1"
"Suspicion de Paludisme","Tissi","Sila","2017-28","11","1"
"Suspicion de Paludisme","Koukou Angarana","Sila","2017-28","19",""
"Suspicion de Paludisme","Amtiman","Salamat","2017-28","",""
"Suspicion de Paludisme","Aboudeia","Salamat","2017-28","","1"
"Suspicion de Paludisme","Haraze Mangueigne","Salamat","2017-28","",""
"Suspicion de Paludisme","Lai","Tandjile","2017-28","","1"
"Suspicion de Paludisme","Dono Manga","Tandjile","2017-28","","2"
"Suspicion de Paludisme","Kelo","Tandjile","2017-28","3",""
"Suspicion de Paludisme","Bere","Tandjile","2017-28","",""
"Suspicion de Paludisme","Daffra","Tandjile","2017-28","4","2"
"Suspicion de Paludisme","Biltine","Wadi Fira","2017-28","",""
"Suspicion de Paludisme","Guereda","Wadi Fira","2017-28","",""
"Suspicion de Paludisme","Iriba","Wadi Fira","2017-28","3",""
"Suspicion de Paludisme","Matadjana","Wadi Fira","2017-28","",""
"Paludisme Testes","Bol","Lac","2017-28","4","2"
"Paludisme Testes","Bagassoula","Lac","2017-28","18",""
"Paludisme Testes","Ngouri","Lac","2017-28","",""
"Paludisme Testes","Kouloudia","Lac","2017-28","5","1"
"Paludisme Testes","Liwa","Lac","2017-28","10","2"
"Paludisme Testes","Isseirom","Lac","2017-28","3","1"
"Paludisme Testes","Moundou","Logone Occidental","2017-28","2",""
"Paludisme Testes","Laokassy","Logone Occidental","2017-28","",""
"Paludisme Testes","Benoye","Logone Occidental","2017-28","2",""
"Paludisme Testes","Doba","Logone Oriental","2017-28","",""
"Paludisme Testes","Bodo","Logone Oriental","2017-28","9",""
"Paludisme Testes","Bebeto","Logone Oriental","2017-28","","1"
"Paludisme Testes","Bébédja","Logone Oriental","2017-28","1","2"
"Paludisme Testes","Gore","Logone Oriental","2017-28","",""
"Paludisme Testes","Béssao","Logone Oriental","2017-28","8",""
"Paludisme Testes","Larmanaye","Logone Oriental","2017-28","1",""
"Paludisme Testes","Koumra","Mandoul","2017-28","5",""
"Paludisme Testes","Goundi","Mandoul","2017-28","12",""
"Paludisme Testes","Moissala","Mandoul","2017-28","8",""
"Paludisme Testes","Bedjondo","Mandoul","2017-28","",""
"Paludisme Testes","Bouna","Mandoul","2017-28","","1"
"Paludisme Confirmé","Ati","Batha","2017-28","1",""
"Paludisme Confirmé","Oum Hadjer","Batha","2017-28","","1"
"Paludisme Confirmé","Alifat","Batha","2017-28","",""
"Paludisme Confirmé","Assinet","Batha","2017-28","","2"
"Paludisme Confirmé","Yao","Batha","2017-28","2",""
"Paludisme Confirmé","Amdjarasse","Ennedi Est","2017-28","",""
"Paludisme Confirmé","Bahaï","Ennedi Est","2017-28","2","1"
"Paludisme Confirmé","Kawra","Ennedi Est","2017-28","2",""
"Paludisme Confirmé","Fada","Ennedi Ouest","2017-28","1",""
"Paludisme Confirmé","Kalaït","Ennedi Ouest","2017-28","1",""
"Paludisme Confirmé","Massenya","Chari-Baguirmi","2017-28","",""
"Paludisme Confirmé","Dourbali","Chari-Baguirmi","2017-28","",""
"Paludisme Confirmé","Mandalia","Chari-Baguirmi","2017-28","1",""
"Paludisme Confirmé","Bousso","Chari-Baguirmi","2017-28","53",""
"Paludisme Confirmé","Ba Illi","Chari-Baguirmi","2017-28","5",""
"Paludisme Confirmé","Kouno","Chari-Baguirmi","2017-28","","2"
"Paludisme Confirmé","Mongo","Guera","2017-28","39",""
"Paludisme Confirmé","Bitkine","Guera","2017-28","1","2"
"Paludisme Confirmé","Melfi","Guera","2017-28","",""
"Paludisme Confirmé","Mangalme","Guera","2017-28","","2"
"Paludisme Confirmé","Massakory","Hadjer Lamis","2017-28","18",""
"Paludisme Confirmé","Bokoro","Hadjer Lamis","2017-28","",""
"Paludisme Confirmé","Massaguet","Hadjer Lamis","2017-28","12","1"
"Paludisme Confirmé","Mani","Hadjer Lamis","2017-28","2",""
"Paludisme Confirmé","Bardai","Tibesti","2017-28","10","1"
"Paludisme Confirmé","Zouar","Tibesti","2017-28","",""
"Paludisme Confirmé","Mao","Kanem","2017-28","",""
"Paludisme Confirmé","Nokou","Kanem","2017-28","3",""
"Paludisme Confirmé","Rig Rig","Kanem","2017-28","3",""
"Paludisme Confirmé","Mondo","Kanem","2017-28","3",""
"Paludisme Confirmé","Moussoro","Barh-Elgazal","2017-28","","1"
"Paludisme Confirmé","Chaddra","Barh-Elgazal","2017-28","",""
"Paludisme Confirmé","Salal","Barh-Elgazal","2017-28","",""
"Paludisme Confirmé","Michemire","Barh-Elgazal","2017-28","19","2"
"Paludisme Confirmé","Bol","Lac","2017-28","6","1"
"Paludisme Confirmé","Bagassoula","Lac","2017-28","3","1"
"Paludisme Confirmé","Ngouri","Lac","2017-28","1",""
"Paludisme Confirmé","Kouloudia","Lac","2017-28","",""
"Paludisme Confirmé","Liwa","Lac","2017-28","19",""
"Paludisme Confirmé","Isseirom","Lac","2017-28","2",""
"Paludisme Confirmé","Moundou","Logone Occidental","2017-28","32","1"
"Paludisme Confirmé","Laokassy","Logone Occidental","2017-28","3",""
"Paludisme Confirmé","Benoye","Logone Occidental","2017-28","5",""
"Paludisme Confirmé","Doba","Logone Oriental","2017-28","18",""
"Paludisme Confirmé","Bodo","Logone Oriental","2017-28","6","1"
"Paludisme Confirmé","Bebeto","Logone Oriental","2017-28","29",""
"Paludisme Confirmé","Bébédja","Logone Oriental","2017-28","3","2"
"Paludisme Confirmé","Gore","Logone Oriental","2017-28","5","1"
"Paludisme Confirmé","Béssao","Logone Oriental","2017-28","",""
"Paludisme Confirmé","Larmanaye","Logone Oriental","2017-28","10",""
"Paludisme Confirmé","Koumra","Mandoul","2017-28","23",""
"Paludisme Confirmé","Goundi","Mandoul","2017-28","1",""
"Paludisme Confirmé","Moissala","Mandoul","2017-28","",""
"Paludisme Confirmé","Bedjondo","Mandoul","2017-28","2",""
"Paludisme Confirmé","Bouna","Mandoul","2017-28","","1"
"Paludisme Confirmé","Bongor","Mayo-Kebbi-Est","2017-28","2","1"
"Paludisme Confirmé","Gounou Gaya","Mayo-Kebbi-Est","2017-28","",""
"Paludisme Confirmé","Guelendeng","Mayo-Kebbi-Est","2017-28","",""
"Paludisme Confirmé","Fianga","Mayo-Kebbi-Est","2017-28","5",""
"Paludisme Confirmé","Pont Carol","Mayo-Kebbi-Est","2017-28","",""
"Paludisme Confirmé","Moulkou","Mayo-Kebbi-Est","2017-28","5",""
"Paludisme Confirmé","Youe","Mayo-Kebbi-Est","2017-28","24",""
"Paludisme Confirmé","Pala","Mayo-Kebbi-Ouest","2017-28","25",""
"Paludisme Confirmé","Lere","Mayo-Kebbi-Ouest","2017-28","1",""
"Paludisme Confirmé","Gagal","Mayo-Kebbi-Ouest","2017-28","7","1"
"Paludisme Confirmé","Torrock","Mayo-Kebbi-Ouest","2017-28","",""
"Paludisme Confirmé","Lagon","Mayo-Kebbi-Ouest","2017-28","1",""
"Paludisme Confirmé","Binder","Mayo-Kebbi-Ouest","2017-28","",""
"Paludisme Confirmé","Lame","Mayo-Kebbi-Ouest","2017-28","",""
"Paludisme Confirmé","Sarh","Moyen-Chari","2017-28","2",""
"Paludisme Confirmé","Danamadji","Moyen-Chari","2017-28","",""
"Paludisme Confirmé","Kyabe","Moyen-Chari","2017-28","6","1"
"Paludisme Confirmé","Biobé Singako","Moyen-Chari","2017-28","",""
"Paludisme Confirmé","Ndjamena-Nord","Ndjamena","2017-28","2",""
"Paludisme Confirmé","Ndjamena-Centre","Ndjamena","2017-28","1",""
"Paludisme Confirmé","Ndjamena-Sud","Ndjamena","2017-28","13","2"
"Paludisme Confirmé","Ndjamena-Est","Ndjamena","2017-28","",""
"Paludisme Confirmé","Faya","Borkou","2017-28","","2"
"Paludisme Confirmé","Kirdimi","Borkou","2017-28","2",""
"Paludisme Confirmé","Abeche","Ouaddai","2017-28","2",""
"Paludisme Confirmé","Abdi","Ouaddai","2017-28","",""
"Paludisme Confirmé","Adre","Ouaddai","2017-28","6",""
"Paludisme Confirmé","Abougoudam","Ouaddai","2017-28","2",""
"Paludisme Confirmé","Gozbeida","Sila","2017-28","8","1"
"Paludisme Confirmé","Amdam","Sila","2017-28","1","2"
"Paludisme Confirmé","Tissi","Sila","2017-28","3","1"
"Paludisme Confirmé","Koukou Angarana","Sila","2017-28","",""
"Paludisme Confirmé","Amtiman","Salamat","2017-28","",""
"Paludisme Confirmé","Aboudeia","Salamat","2017-28","5","1"
"Paludisme Confirmé","Haraze Mangueigne","Salamat","2017-28","31",""
"Paludisme Confirmé","Lai","Tandjile","2017-28","1","1"
"Paludisme Confirmé","Dono Manga","Tandjile","2017-28","1","2"
"Paludisme Confirmé","Kelo","Tandjile","2017-28","43",""
"Paludisme Confirmé","Bere","Tandjile","2017-28","",""
"Paludisme Confirmé","Daffra","Tandjile","2017-28","7",""
"Paludisme Confirmé","Biltine","Wadi Fira","2017-28","",""
"Paludisme Confirmé","Guereda","Wadi Fira","2017-28","2",""
"Paludisme Confirmé","Iriba","Wadi Fira","2017-28","16",""
"Paludisme Confirmé","Matadjana","Wadi Fira","2017-28","5","1"
"Décès Maternels","Ati","Batha","2017-28","11",""
"Décès Maternels","Oum Hadjer","Batha","2017-28","3",""
"Décès Maternels","Alifat","Batha","2017-28","","2"
"Décès Maternels","Assinet","Batha","2017-28","6",""
"Décès Maternels","Yao","Batha","2017-28","6","1"
"Décès Maternels","Amdjarasse","Ennedi Est","2017-28","32",""
"Décès Maternels","Bahaï","Ennedi Est","2017-28","",""
"Décès Maternels","Kawra","Ennedi Est","2017-28","1","2"
"Décès Maternels","Fada","Ennedi Ouest","2017-28","7","1"
"Décès Maternels","Kalaït","Ennedi Ouest","2017-28","15","1"
"Décès Maternels","Massenya","Chari-Baguirmi","2017-28","",""
"Décès Maternels","Dourbali","Chari-Baguirmi","2017-28","7","1"
"Décès Maternels","Mandalia","Chari-Baguirmi","2017-28","20",""
"Décès Maternels","Bousso","Chari-Baguirmi","2017-28","",""
"Décès Maternels","Ba Illi","Chari-Baguirmi","2017-28","",""
"Décès Maternels","Kouno","Chari-Baguirmi","2017-28","3",""
"Décès Maternels","Mongo","Guera","2017-28","3",""
"Décès Maternels","Bitkine","Guera","2017-28","","1"
"Décès Maternels","Melfi","Guera","2017-28","1","1"
"Décès Maternels","Mangalme","Guera","2017-28","",""
"Décès Maternels","Massakory","Hadjer Lamis","2017-28","2",""
"Décès Maternels","Bokoro","Hadjer Lamis","2017-28","7",""
"Décès Maternels","Massaguet","Hadjer Lamis","2017-28","",""
"Décès Maternels","Mani","Hadjer Lamis","2017-28","2",""
"Décès Maternels","Mao","Kanem","2017-28","","2"
"Décès Maternels","Nokou","Kanem","2017-28","",""
"Décès Maternels","Rig Rig","Kanem","2017-28","2","2"
"Décès Maternels","Mondo","Kanem","2017-28","",""
"Décès Maternels","Moussoro","Barh-Elgazal","2017-28","",""
"Décès Maternels","Chaddra","Barh-Elgazal","2017-28","2","2"
"Décès Maternels","Salal","Barh-Elgazal","2017-28","9",""
"Décès Maternels","Michemire","Barh-Elgazal","2017-28","",""
"Décès Maternels","Bol","Lac","2017-28","1","1"
"Décès Maternels","Bagassoula","Lac","2017-28","9",""
"Décès Maternels","Ngouri","Lac","2017-28","6","1"
"Décès Maternels","Kouloudia","Lac","2017-28","",""
"Décès Maternels","Liwa","Lac","2017-28","1",""
"Décès Maternels","Isseirom","Lac","2017-28","2",""
"Décès Maternels","Moundou","Logone Occidental","2017-28","5",""
"Décès Maternels","Laokassy","Logone Occidental","2017-28","12",""
"Décès Maternels","Benoye","Logone Occidental","2017-28","22",""
"Décès Maternels","Doba","Logone Oriental","2017-28","4",""
"Décès Maternels","Bodo","Logone Oriental","2017-28","5",""
"Décès Maternels","Bebeto","Logone Oriental","2017-28","15",""
"Décès Maternels","Bébédja","Logone Oriental","2017-28","7",""
"Décès Maternels","Gore","Logone Oriental","2017-28","31","2"
"Décès Maternels","Béssao","Logone Oriental","2017-28","","1"
"Décès Maternels","Larmanaye","Logone Oriental","2017-28","4",""
"Décès Maternels","Koumra","Mandoul","2017-28","8",""
"Décès Maternels","Goundi","Mandoul","2017-28","9",""
"Décès Maternels","Moissala","Mandoul","2017-28","",""
"Décès Maternels","Bedjondo","Mandoul","2017-28","","2"
"Décès Maternels","Bouna","Mandoul","2017-28","3",""
"Décès Maternels","Bongor","Mayo-Kebbi-Est","2017-28","6",""
"Décès Maternels","Gounou Gaya","Mayo-Kebbi-Est","2017-28","",""
"Décès Maternels","Guelendeng","Mayo-Kebbi-Est","2017-28","4",""
"Décès Maternels","Fianga","Mayo-Kebbi-Est","2017-28","",""
"Décès Maternels","Pont Carol","Mayo-Kebbi-Est","2017-28","",""
"Décès Maternels","Moulkou","Mayo-Kebbi-Est","2017-28","14",""
"Décès Maternels","Youe","Mayo-Kebbi-Est","2017-28","38","1"
"Décès Maternels","Pala","Mayo-Kebbi-Ouest","2017-28","3",""
"Décès Maternels","Lere","Mayo-Kebbi-Ouest","2017-28","3",""
"Décès Maternels","Gagal","Mayo-Kebbi-Ouest","2017-28","5","2"
"Décès Maternels","Torrock","Mayo-Kebbi-Ouest","2017-28","39","1"
"Décès Maternels","Lagon","Mayo-Kebbi-Ouest","2017-28","","1"
"Décès Maternels","Binder","Mayo-Kebbi-Ouest","2017-28","17",""
"Décès Maternels","Lame","Mayo-Kebbi-Ouest","2017-28","11",""
"Décès Maternels","Sarh","Moyen-Chari","2017-28","18",""
"Décès Maternels","Danamadji","Moyen-Chari","2017-28","2",""
"Décès Maternels","Kyabe","Moyen-Chari","2017-28","1",""
"Décès Maternels","Biobé Singako","Moyen-Chari","2017-28","",""
"Décès Maternels","Ndjamena-Nord","Ndjamena","2017-28","",""
"Décès Maternels","Ndjamena-Centre","Ndjamena","2017-28","17",""
"Décès Maternels","Ndjamena-Sud","Ndjamena","2017-28","8",""
"Décès Maternels","Ndjamena-Est","Ndjamena","2017-28","2","1"
"Décès Maternels","Faya","Borkou","2017-28","15",""
"Décès Maternels","Kirdimi","Borkou","2017-28","",""
"Décès Maternels","Abeche","Ouaddai","2017-28","3","2"
"Décès Maternels","Abdi","Ouaddai","2017-28","4",""
"Décès Maternels","Adre","Ouaddai","2017-28","","1"
"Décès Maternels","Abougoudam","Ouaddai","2017-28","8","1"
"Décès Maternels","Gozbeida","Sila","2017-28","",""
"Décès Maternels","Amdam","Sila","2017-28","",""
"Décès Maternels","Tissi","Sila","2017-28","","2"
"Décès Maternels","Koukou Angarana","Sila","2017-28","",""
"Décès Maternels","Amtiman","Salamat","2017-28","26",""
"Décès Maternels","Aboudeia","Salamat","2017-28","12",""
"Décès Maternels","Haraze Mangueigne","Salamat","2017-28","1",""
"Décès Maternels","Lai","Tandjile","2017-28","",""
"Décès Maternels","Dono Manga","Tandjile","2017-28","13","1"
"Décès Maternels","Kelo","Tandjile","2017-28","9",""
"Décès Maternels","Bere","Tandjile","2017-28","",""
"Décès Maternels","Daffra","Tandjile","2017-28","",""
"Décès Maternels","Biltine","Wadi Fira","2017-28","3",""
"Décès Maternels","Guereda","Wadi Fira","2017-28","21","1"
"Décès Maternels","Iriba","Wadi Fira","2017-28","49",""
"Décès Maternels","Matadjana","Wadi Fira","2017-28","13","2"
"Fièvre Jaune","Ati","Batha","2017-28","",""
"Fièvre Jaune","Oum Hadjer","Batha","2017-28","5",""
"Fièvre Jaune","Alifat","Batha","2017-28","9","1"
"Fièvre Jaune","Assinet","Batha","2017-28","5",""
"Fièvre Jaune","Yao","Batha","2017-28","","2"
"Fièvre Jaune","Amdjarasse","Ennedi Est","2017-28","",""
"Fièvre Jaune","Bahaï","Ennedi Est","2017-28","14",""
"Fièvre Jaune","Kawra","Ennedi Est","2017-28","8",""
"Fièvre Jaune","Fada","Ennedi Ouest","2017-28","1","1"
"Fièvre Jaune","Kalaït","Ennedi Ouest","2017-28","",""
"Fièvre Jaune","Massenya","Chari-Baguirmi","2017-28","23",""
"Fièvre Jaune","Dourbali","Chari-Baguirmi","2017-28","2","1"
"Fièvre Jaune","Mandalia","Chari-Baguirmi","2017-28","3","1"
"Fièvre Jaune","Bousso","Chari-Baguirmi","2017-28","","2"
"Fièvre Jaune","Ba Illi","Chari-Baguirmi","2017-28","10","2"
"Fièvre Jaune","Kouno","Chari-Baguirmi","2017-28","",""
"Fièvre Jaune","Mongo","Guera","2017-28","1","2"
"Fièvre Jaune","Bitkine","Guera","2017-28","27",""
"Fièvre Jaune","Melfi","Guera","2017-28","8",""
"Fièvre Jaune","Mangalme","Guera","2017-28","","1"
"Fièvre Jaune","Massakory","Hadjer Lamis","2017-28","20",""
"Fièvre Jaune","Bokoro","Hadjer Lamis","2017-28","19",""
"Fièvre Jaune","Massaguet","Hadjer Lamis","2017-28","1",""
"Fièvre Jaune","Mani","Hadjer Lamis","2017-28","1",""
"Fièvre Jaune","Mao","Kanem","2017-28","3","1"
"Fièvre Jaune","Nokou","Kanem","2017-28","",""
"Fièvre Jaune","Rig Rig","Kanem","2017-28","",""
"Fièvre Jaune","Mondo","Kanem","2017-28","",""
"Fièvre Jaune","Moussoro","Barh-Elgazal","2017-28","2","1"
"Fièvre Jaune","Chaddra","Barh-Elgazal","2017-28","2","2"
"Fièvre Jaune","Salal","Barh-Elgazal","2017-28","12",""
"Fièvre Jaune","Michemire","Barh-Elgazal","2017-28","16",""
"Fièvre Jaune","Bol","Lac","2017-28","25",""
"Fièvre Jaune","Bagassoula","Lac","2017-28","1",""
"Fièvre Jaune","Ngouri","Lac","2017-28","3","1"
"Fièvre Jaune","Kouloudia","Lac","2017-28","","2"
"Fièvre Jaune","Liwa","Lac","2017-28","1",""
"Fièvre Jaune","Isseirom","Lac","2017-28","",""
"Fièvre Jaune","Moundou","Logone Occidental","2017-28","10",""
"Fièvre Jaune","Laokassy","Logone Occidental","2017-28","2","1"
"Fièvre Jaune","Benoye","Logone Occidental","2017-28","",""
"Fièvre Jaune","Doba","Logone Oriental","2017-28","2",""
